,Unnamed: 0,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,Duplex,Terraced,Detached,Penthouse,Apartment,House,State,Area,Microlocation,Price_log,Area_dummy_1,location_append,Longitude,Latitude,geometry,distances_of_area_from_center,Area_dummy_2
1281,1281,4500000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,15.319587954740548,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
1282,1282,1500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ajah,Badore,14.22097566607244,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
1283,1283,7500000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ikosi,Magodo Brooks Magodo Kosofe,15.830413578506539,14,"Ikosi, Lagos",3.7061827,6.6131966,POINT (3.7061827 6.6131966),35.88404705501457,26
1284,1284,4000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Agungi,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1285,1285,5000000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,15.424948470398375,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
1286,1286,4000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Agungi,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1287,1287,4500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,15.319587954740548,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
1288,1288,4000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Magodo Gra Phase 1,15.201804919084164,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
1289,1289,3500000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1290,1290,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1291,1291,250000,0,0,0,3,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,12.429216196844383,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1292,1292,700000,0,0,0,1,1,1,1,0,1,0,0,1,Lagos,Lekki,... Igbo Efon,13.458835614025542,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1293,1293,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikota Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1294,1294,5500000,1,1,1,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.520258650202699,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1295,1295,3500000,1,1,1,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1296,1296,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa Osapa London,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1297,1297,2700000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikota Ikota,14.808762330974558,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1298,1298,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikosi,"5, Fiyin Dami Kazeem Street Magodo Kosofe",15.424948470398375,14,"Ikosi, Lagos",3.7061827,6.6131966,POINT (3.7061827 6.6131966),35.88404705501457,26
1299,1299,3200000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Akinyemi Avenue Lekki Phase 1,14.978661367769956,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1300,1300,8500000,0,0,0,7,5,0,1,0,1,0,0,1,Lagos,Lekki, Lekki Phase 1,15.955576721460545,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1301,1301,2500000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Ajah, Off Lekki Epe Expressway,14.73180128983843,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
1302,1302,3000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Ajah, Sangotedo,14.914122846632385,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
1303,1303,2800000,0,0,0,3,4,4,1,0,1,0,0,1,Lagos,Lekki,Orchid Road By Lekki 2nd Toll Gate Lekki Phase 1,14.845129975145433,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1304,1304,2000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Ajah, Sangotedo,14.508657738524219,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
1305,1305,2000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Ajah, Abijo,14.508657738524219,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
1306,1306,3500000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Ikota Chevron,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1307,1307,4500000,1,1,1,4,4,3,1,0,1,0,0,1,Lagos,Ikeja,Opebi,15.319587954740548,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
1308,1308,4000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki County Chevron,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1309,1309,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki County Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1310,1310,3500000,1,1,1,4,4,3,1,0,1,0,0,1,Lagos,Victoria Island,Victoria Island Extension Victoria,15.068273526459642,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
1311,1311,3500000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Chevron Lekki Phase 2,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1312,1312,4500000,1,1,1,4,3,3,1,0,1,0,0,1,Lagos,Lekki,Osapa London,15.319587954740548,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1313,1313,7500000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1 Lekki Phase 1,15.830413578506539,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1314,1314,5000000,1,1,1,4,4,4,1,0,1,0,0,1,Lagos,Ikeja,Opebi,15.424948470398375,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
1315,1315,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikota Lekki Phase 2,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1316,1316,3500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Chevron,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1317,1317,5000000,0,1,1,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikota,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1318,1318,4500000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Agungi,15.319587954740548,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1319,1319,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Agungi,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1320,1320,4500000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Westend Estate Ikota,15.319587954740548,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1321,1321,4000000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki, Osapa London,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1322,1322,2800000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Road Ikate,14.845129975145433,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1323,1323,6500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,.. Lekki Phase 1,15.687312734865866,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1324,1324,2500000,0,1,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki, Ilasan,14.73180128983843,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1325,1325,7000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Opebi,15.761420707019587,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
1326,1326,3500000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Lekki,Behind Mega Chicken Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1327,1327,7000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Victoria Island, Oniru Victoria,15.761420707019587,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
1328,1328,4000000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Ikate,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1329,1329,7000000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.761420707019587,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1330,1330,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki, Ilasan,15.319587954740548,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1331,1331,9000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,.. Lekki Phase 1,16.012735135300492,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1332,1332,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1333,1333,2800000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Road By 2nd Toll Gate Lekki Phase 1,14.845129975145433,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1334,1334,6000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1335,1335,3500000,1,1,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Oral Estate By Lekki 2nd Toll Gate Oral Estate,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1336,1336,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1337,1337,8000000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Ikeja Gra,15.89495209964411,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
1338,1338,6000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Apapa,Oduduwa Apapa G.r.a,15.60727002719233,6,"Apapa, Lagos",3.3683731679424094,6.445187000000001,POINT (3.3683731679424094 6.445187000000001),1.853626188349673,32
1339,1339,6500000,0,1,0,4,4,4,1,0,1,0,0,1,Lagos,Apapa,Oduduwa Apapa G.r.a,15.687312734865866,6,"Apapa, Lagos",3.3683731679424094,6.445187000000001,POINT (3.3683731679424094 6.445187000000001),1.853626188349673,32
1340,1340,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Nice Estate Agungi,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1341,1341,5500000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki,15.520258650202699,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1342,1342,2500000,0,0,0,5,5,5,1,0,1,0,0,1,Lagos,Yaba,... Fola Agoro,14.73180128983843,1,"Yaba, Lagos",3.382923,6.497892,POINT (3.382923 6.497892),4.288066587635964,24
1343,1343,1000000,0,0,0,2,2,2,1,0,1,0,0,1,Lagos,Surulere,... Ogunlana,13.815510557964274,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
1344,1344,6000000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Lekki,Mega Mound Estate Lekki County Home Ikota,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1345,1345,4000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikota Villa Estate Ikota,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1346,1346,3500000,0,1,0,5,6,7,1,0,1,0,0,1,Lagos,Ojodu,Channels Estate Opic Berger,15.068273526459642,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
1347,1347,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Femi Okuunu Road Shoprite Osapa Lekki Osapa London,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1348,1348,5000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1 Omole Phase 1,15.424948470398375,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
1349,1349,10000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Palace Road Oniru Victoria,16.11809565095832,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
1350,1350,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,"Empire Homes, Chevron Alternative Route Chevron",15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1351,1351,7000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Fola Osibo Lekki Phase 1,15.761420707019587,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1352,1352,3000000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,"Ocean Bay Estate, Lafiaji Ikota",14.914122846632385,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1353,1353,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikota Villa Estate Ikota,14.914122846632385,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1354,1354,8000000,0,0,0,7,7,8,1,0,1,0,0,1,Lagos,Lekki,Off Freedom Way Lekki Phase 1,15.89495209964411,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1355,1355,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Close To 2nd Toll Gate Axis Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1356,1356,9000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1 Lekki Phase 1,16.012735135300492,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1357,1357,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 2 Chevron,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1358,1358,6000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Fola Osibo Road Lekki Phase 1,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1359,1359,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Alternative Route Chevron,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1360,1360,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Hotel Road Ikota,14.914122846632385,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1361,1361,4000000,0,0,0,4,3,5,1,0,1,0,0,1,Lagos,Lekki,By Eleganza Ikota,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1362,1362,8000000,0,0,0,5,5,7,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,15.89495209964411,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1363,1363,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,16.11809565095832,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1364,1364,2800000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Road Lekki Phase 2,14.845129975145433,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1365,1365,2000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Igbo Efon Igbo Efon,14.508657738524219,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1366,1366,2300000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,In A Well Secured Estate Ado,14.648419680899378,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
1367,1367,3500000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Hotel Road Ilasan,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1368,1368,7500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,15.830413578506539,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1369,1369,6000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1370,1370,6500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Hakeem Dickson Lekki Phase 1,15.687312734865866,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1371,1371,2500000,0,0,1,4,5,5,1,0,1,0,0,1,Lagos,Ogba,Off College Road Ogba Bus Stop,14.73180128983843,13,"Ogba, Lagos",3.3352463,6.6171137,POINT (3.3352463 6.6171137),16.928385602702896,12
1372,1372,5500000,0,0,0,5,4,5,1,0,1,0,0,1,Lagos,Lekki,Off Providence Lekki Phase 1,15.520258650202699,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1373,1373,4000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,In Well Secured Estates Ikota,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1374,1374,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate Elegushi Ikate,15.319587954740548,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1375,1375,3500000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Hotel Road Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1376,1376,8000000,0,0,0,6,6,7,1,0,1,0,0,1,Lagos,Victoria Island,Jide Oki Street Ligali Ayorinde Victoria,15.89495209964411,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
1377,1377,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate Elegushi Ikate,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1378,1378,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ologolo Road Ologolo,14.914122846632385,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1379,1379,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa Osapa London,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1380,1380,2200000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Igbo Efon Igbo Efon,14.603967918328545,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1381,1381,3700000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Off Orchid Hotel Road Ikota,15.123843377614453,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1382,1382,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Oral Estate Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1383,1383,4500000,0,0,1,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones,15.319587954740548,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
1384,1384,3400000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Akinyemi Avenue Lekki Phase 1,15.03928598958639,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1385,1385,2200000,1,1,0,2,2,3,1,0,1,0,0,1,Lagos,Lekki,Akinyemi Avenue Lekki Phase 1,14.603967918328545,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1386,1386,1800000,1,1,0,2,2,3,1,0,1,0,0,1,Lagos,Lekki,Akinyemi Avenue Lekki Phase 1,14.403297222866392,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1387,1387,10000000,0,0,0,7,7,8,1,0,1,0,0,1,Lagos,Maryland,Maryland,16.11809565095832,19,"Maryland, Lagos",3.3699482,6.5731894,POINT (3.3699482 6.5731894),11.90046935049203,28
1388,1388,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Maryland,Mende,15.424948470398375,19,"Maryland, Lagos",3.3699482,6.5731894,POINT (3.3699482 6.5731894),11.90046935049203,28
1389,1389,7000000,0,1,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.761420707019587,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1390,1390,3800000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Chevron Lekki Phase 2,15.150511624696614,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1391,1391,8000000,0,1,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.89495209964411,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1392,1392,7500000,0,1,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.830413578506539,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1393,1393,6500000,0,1,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.687312734865866,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1394,1394,3500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Road 3 Vgc,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1395,1395,3500000,0,0,1,4,4,5,1,0,1,0,0,1,Lagos,Victoria Island,Oniru Oniru Victoria,15.068273526459642,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
1396,1396,6000000,0,0,0,6,6,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1397,1397,4000000,0,0,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Lekki Phase 2,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
1398,1398,4000000,0,1,0,3,3,3,1,0,1,0,0,1,Lagos,Victoria Island,Oniru Victoria,15.201804919084164,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
